actual_mean,poisson_mean,nb_mean,poisson_mae,nb_mae,poisson_rmse,nb_rmse
1.607,1.626855162655168,1.6468243824820503,1.2955443899264694,1.3070199847854618,1.7954527119229347,1.8193433743261016
