actual_mean_cost,poisson_mean_cost,nb_mean_cost,poisson_mae,nb_mae,poisson_rmse,nb_rmse
1361.7823545,1383.0622982521145,1401.761365590844,1248.2690008983366,1255.7674089240238,2073.9807670141986,2096.7553287850287
